Repair Level,trajet,catr,circ,nbv,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col,catv,obs,obsm,choc,pieton,sexe_conducteur,age
0.0,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159,0.8755672476159159
0.1,0.8767510687273923,0.8774745149621835,0.8751068727392305,0.875041104899704,0.8745807300230187,0.8717855968431437,0.87418612298586,0.8751397566589938,0.8755343636961526,0.8763564616902335,0.8756001315356791,0.8727063465965144,0.8764551134495232,0.8771785596843144,0.8743834265044393,0.8754028280170997,0.8769154883262085,0.8757974350542584,0.8757974350542584,0.8751068727392305,0.8749424531404143,0.8755014797763894,0.8753370601775732,0.8735942124301217
0.2,0.8771456757645512,0.8793488983886879,0.8749424531404143,0.8662282144031569,0.8767510687273923,0.9063794804340677,0.8710621506083526,0.9119697467938178,0.8738901677079908,0.877967773758632,0.875731667214732,0.9052614271621178,0.8639921078592568,0.878099309437685,0.8585662610983229,0.8751397566589938,0.8776389345609996,0.8746793817823084,0.8761920420914173,0.8757974350542584,0.8740874712265702,0.8756987832949688,0.8749095692206511,0.901808615586978
0.30000000000000004,0.8782637290365012,0.8803682999013482,0.8734626767510687,0.8828674778033542,0.8886550476816837,0.912134166392634,0.8916803682999014,0.9131535679052943,0.8365011509371917,0.8779020059191056,0.8751068727392305,0.9054587306806972,0.9004603748766853,0.8804011838211114,0.8441631042420257,0.8752055244985202,0.8797106215060835,0.8748766853008879,0.876290693850707,0.8830647813219336,0.8732982571522525,0.8745478461032555,0.8734297928313055,0.9031568562972706
0.4,0.8804998355804012,0.882834593883591,0.8730680697139099,0.8885892798421572,0.8807629069385071,0.9111147648799737,0.8912857612627425,0.9121999342321605,0.8319302860901019,0.8795462019072674,0.8750739888194673,0.907530417625781,0.8871423873725748,0.8826372903650115,0.8281486353173299,0.8755672476159159,0.8793817823084512,0.8750082209799408,0.8777047024005261,0.8836566918776718,0.8726076948372246,0.8750082209799408,0.8725419269976982,0.9029924366984544
0.5,0.8815192370930615,0.8856626109832292,0.8732982571522525,0.8561328510358435,0.8620519565932259,0.890529431108188,0.8915488326208484,0.9068727392305163,0.8279184478789872,0.8804340677408747,0.8757645511344953,0.9173627096349884,0.8758960868135481,0.8842486024334101,0.7733969089115422,0.8746464978625452,0.8832620848405129,0.8766853008878658,0.8777375863202894,0.8837224597171983,0.8727392305162776,0.8754685958566261,0.871686945083854,0.8752055244985202
0.6,0.8690891154225584,0.9075961854653075,0.9142058533377179,0.7404801052285432,0.8082867477803354,0.9015455442288721,0.8896415652745807,0.8779348898388688,0.8603748766853009,0.8788227556724761,0.8878987175271292,0.9357777047024005,0.9282144031568563,0.9052285432423545,0.6135810588622164,0.8794804340677409,0.9029924366984544,0.8865504768168365,0.9056231502795133,0.8812890496547189,0.801249588951003,0.9027293653403485,0.8725748109174614,0.9345609996711608
0.7,0.8709306149292996,0.9099309437684973,0.9121670503123972,0.7481749424531404,0.7956264386714896,0.8448207826372903,0.8887865833607366,0.8798750411048997,0.8648799736928642,0.8777704702400526,0.8878987175271292,0.9372903650115094,0.9350542584676094,0.9067740874712266,0.5582703058204538,0.879085827030582,0.9074646497862545,0.8865175928970733,0.9074317658664913,0.8824071029266689,0.7998355804011839,0.9030910884577442,0.871259454126932,0.9341663926340019
0.7999999999999999,0.870437356132851,0.9121999342321605,0.9122985859914502,0.5355804011838211,0.8594870108516935,0.6294968760276225,0.9182834593883591,0.881585004932588,0.8201249588951003,0.8793160144689247,0.8886879316014469,0.936534034856955,0.9349227227885564,0.9087471226570207,0.518974021703387,0.8863531732982571,0.9105886221637619,0.8876685300887865,0.9085498191384414,0.8844787898717527,0.7934560999671161,0.902499177902006,0.8704044722130878,0.9433410062479447
0.8999999999999999,0.8710950345281158,0.9136139427819796,0.911443604077606,0.46731338375534365,0.9004932587964485,0.9441631042420257,0.9182176915488326,0.8766195330483394,0.8366984544557712,0.880203880302532,0.889246958237422,0.9442617560013153,0.9396908911542255,0.9111805327195002,0.8114436040776061,0.8973364024991779,0.9146333442946399,0.8887536994409734,0.9095363367313384,0.8899375205524499,0.7902005919105557,0.902795133179875,0.8688260440644525,0.9443275238408418
0.9999999999999999,0.8713252219664585,0.9151923709306149,0.9099967116080236,0.4308780006576784,0.8979611969746794,0.9443275238408418,0.9180203880302532,0.8789214074317658,0.8442288720815522,0.8809930943768497,0.8895757974350542,0.9443275238408418,0.9415323906609668,0.9147977638934561,0.8170667543571194,0.8973692864189411,0.9200591910555739,0.8900361723117396,0.9117066754357119,0.8927984215718514,0.7858599145018086,0.9029924366984544,0.867510687273923,0.9443275238408418
