trajet,catr,circ,nbv,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col,catv,obs,obsm,choc,pieton,sexe_conducteur,age,Num_Acc,Y
1,4,1,1,1,1,1,0,1,2,3,2,69,2,3,1,3,3,0,2,8,0,0,33,202200010846,0
1,4,1,1,1,1,1,0,1,2,3,2,69,2,3,1,3,3,0,2,8,0,1,30,202200010846,0
0,3,2,4,1,1,1,0,1,2,5,1,69,1,1,1,3,3,0,2,2,0,1,73,202200010847,0
0,3,2,4,1,1,1,0,1,2,5,1,69,1,1,1,3,3,0,2,2,0,1,27,202200010847,0
5,4,2,2,1,3,9,0,1,2,12,1,13,2,1,9,1,3,0,2,3,0,1,21,202200010848,0
4,4,2,2,1,3,9,0,1,2,12,1,13,2,1,9,1,3,0,2,3,0,1,48,202200010848,0
1,4,2,2,1,1,2,0,1,2,11,5,87,2,3,1,3,3,0,2,8,0,0,48,202200010849,1
1,4,2,2,1,1,2,0,1,2,11,5,87,2,3,1,3,3,0,2,8,0,1,25,202200010849,1
4,4,2,2,1,1,2,0,1,1,11,1,87,2,1,2,7,0,0,0,8,0,0,54,202200010851,0
1,2,-1,2,1,2,1,5,1,3,12,5,13,2,6,1,2,3,0,2,1,0,1,51,202200010852,0
0,2,-1,2,1,2,1,5,1,3,12,5,13,2,6,1,2,3,0,2,1,0,1,25,202200010852,0
1,5,3,3,1,1,1,0,8,2,12,2,6,2,2,1,3,3,0,2,0,0,0,54,202200010855,0
0,5,3,3,1,1,1,0,8,2,12,2,6,2,2,1,3,3,0,2,0,0,0,20,202200010855,0
4,4,1,1,1,1,1,0,1,2,3,1,69,2,3,1,3,0,0,2,7,0,1,38,202200010857,0
5,4,1,1,1,1,1,0,1,2,3,1,69,2,3,1,3,0,0,2,7,0,1,38,202200010857,0
5,5,2,4,1,1,1,0,1,2,5,5,67,2,3,1,3,3,0,2,3,0,0,32,202200010858,0
5,5,2,4,1,1,1,0,1,2,5,5,67,2,3,1,3,3,0,2,3,0,1,23,202200010858,0
5,4,2,2,1,1,1,0,1,1,12,5,75,2,3,1,2,3,0,2,1,0,0,75,202200010859,0
1,4,2,2,1,1,1,0,1,1,12,5,75,2,3,1,2,3,0,2,1,0,1,42,202200010859,0
5,4,2,3,1,1,2,0,1,1,12,1,75,2,3,2,3,0,0,2,1,0,1,61,202200010861,0
1,4,2,3,1,1,2,0,1,1,12,1,75,2,3,2,3,0,0,2,1,0,1,44,202200010861,0
0,4,1,1,1,1,2,0,1,1,5,5,66,2,3,2,3,0,0,2,1,0,1,18,202200010862,0
0,4,1,1,1,1,2,0,1,1,5,5,66,2,3,2,3,0,0,2,1,0,1,20,202200010862,0
0,3,3,5,1,2,2,5,1,2,11,5,77,2,2,1,3,3,0,2,3,0,1,28,202200010863,0
0,3,3,5,1,2,2,5,1,2,11,5,77,2,2,1,3,3,0,2,3,0,1,52,202200010863,0
4,5,2,2,1,1,1,9,1,2,3,1,69,1,1,8,3,0,0,2,2,0,1,38,202200010864,0
4,5,2,2,1,1,1,9,1,2,3,1,69,1,1,8,3,0,0,2,2,0,1,36,202200010864,0
9,4,2,6,1,1,2,0,1,1,12,5,75,2,3,1,4,3,0,2,1,0,0,37,202200010865,0
9,4,2,6,1,1,2,0,1,1,12,5,75,2,3,1,4,3,0,2,1,0,0,29,202200010865,0
9,4,2,6,1,1,2,0,1,1,12,5,75,2,3,1,4,3,0,2,1,0,1,33,202200010865,0
0,2,3,3,1,1,1,0,1,2,5,1,66,1,1,1,4,3,0,2,7,0,0,84,202200010866,0
0,2,3,3,1,1,1,0,1,2,5,1,66,1,1,1,4,3,0,2,7,0,1,34,202200010866,0
0,2,3,3,1,1,1,0,1,2,5,1,66,1,1,1,4,3,0,2,7,0,1,54,202200010866,0
5,4,-1,2,1,2,1,0,1,2,11,1,72,2,9,1,3,3,0,2,3,0,0,38,202200010867,0
9,4,-1,2,1,2,1,0,1,2,11,1,72,2,9,1,3,3,0,2,3,0,1,38,202200010867,0
1,4,1,2,2,1,1,9,1,2,3,1,69,2,1,1,2,3,0,2,4,0,0,42,202200010868,0
4,4,1,2,2,1,1,9,1,2,3,1,69,2,1,1,2,3,0,2,4,0,1,28,202200010868,0
0,3,2,2,1,4,1,0,1,2,5,1,64,1,1,1,2,3,0,2,4,0,1,33,202200010869,0
0,3,2,2,1,4,1,0,1,2,5,1,64,1,1,1,2,3,0,2,4,0,1,21,202200010869,0
5,4,1,2,4,1,2,0,1,1,12,5,75,2,2,8,4,3,0,2,6,0,1,29,202200010872,0
1,4,1,2,4,1,2,0,1,1,12,5,75,2,2,8,4,3,0,2,6,0,1,70,202200010872,0
5,4,1,2,4,1,2,0,1,1,12,5,75,2,2,8,4,3,0,2,6,0,1,55,202200010872,0
1,4,1,2,4,1,2,0,1,1,12,5,75,2,2,8,4,3,0,2,6,0,1,29,202200010872,0
5,4,1,2,4,1,2,0,1,1,12,5,75,2,2,8,4,3,0,2,6,0,1,72,202200010872,0
0,4,-1,1,1,2,2,0,1,2,11,1,72,2,9,1,3,3,0,9,1,0,0,22,202200010873,0
0,4,-1,1,1,2,2,0,1,2,11,1,72,2,9,1,3,3,0,9,1,0,1,47,202200010873,0
0,3,2,2,2,2,1,0,1,2,3,5,971,1,1,1,1,3,0,2,3,0,0,27,202200010875,0
0,3,2,2,2,2,1,0,1,2,3,5,971,1,1,1,1,3,0,2,3,0,1,28,202200010875,0
9,4,1,4,1,1,1,0,1,1,12,5,75,2,7,1,2,3,0,2,2,0,1,75,202200010876,0
9,4,1,4,1,1,1,0,1,1,12,5,75,2,7,1,2,3,0,2,2,0,1,21,202200010876,0
0,4,2,2,1,1,2,0,1,2,11,1,71,2,1,2,1,3,0,2,1,0,0,38,202200010877,0
0,4,2,2,1,1,2,0,1,2,11,1,71,2,1,2,1,3,0,2,1,0,1,21,202200010877,0
5,3,2,4,1,1,1,0,1,2,3,5,971,2,6,1,3,3,0,2,5,0,1,21,202200010879,0
4,3,2,4,1,1,1,0,1,2,3,5,971,2,6,1,3,3,0,2,5,0,1,26,202200010879,0
4,4,4,3,1,1,2,5,1,1,12,5,75,2,2,8,2,3,0,2,5,0,1,54,202200010880,0
9,4,4,3,1,1,2,5,1,1,12,5,75,2,2,8,2,3,0,2,5,0,0,25,202200010880,0
1,4,1,2,1,1,1,0,1,1,12,5,75,2,2,1,2,0,0,2,4,0,1,35,202200010883,0
4,4,1,2,1,1,1,0,1,1,12,5,75,2,2,1,2,0,0,2,4,0,1,68,202200010883,0
0,4,2,2,1,1,1,0,1,2,11,3,69,2,6,1,2,3,0,2,4,0,1,60,202200010885,0
0,4,2,2,1,1,1,0,1,2,11,3,69,2,6,1,2,3,0,2,4,0,1,41,202200010885,0
0,4,2,2,1,1,1,0,1,2,5,1,59,2,1,1,6,4,0,1,2,1,1,23,202200010886,0
5,3,2,2,1,1,1,9,1,2,3,1,971,2,1,1,4,3,0,2,7,0,1,83,202200010887,0
0,3,2,2,1,1,1,9,1,2,3,1,971,2,1,1,4,3,0,2,7,0,1,17,202200010887,0
0,3,2,2,1,1,1,9,1,2,3,1,971,2,1,1,4,3,0,2,7,0,0,45,202200010887,0
9,4,2,7,1,1,2,0,1,1,12,1,75,2,7,8,7,0,0,0,0,0,1,49,202200010888,0
3,5,-1,0,1,1,1,0,1,1,11,5,69,2,1,1,6,3,0,1,5,1,0,21,202200010889,0
2,4,3,2,1,1,1,0,1,2,3,1,95,2,1,1,6,3,0,1,3,1,0,21,202200010890,0
1,5,1,2,1,1,1,0,1,2,5,1,59,2,1,1,3,3,0,2,3,0,1,21,202200010892,0
1,5,1,2,1,1,1,0,1,2,5,1,59,2,1,1,3,3,0,2,3,0,1,60,202200010892,0
1,4,2,2,1,3,1,0,1,3,11,1,69,1,1,1,2,0,0,2,4,0,1,31,202200010893,0
-1,4,2,2,1,3,1,0,1,3,11,1,69,1,1,1,2,0,0,2,4,0,0,21,202200010893,0
0,4,2,2,1,1,1,0,1,2,5,1,59,2,1,1,6,3,0,1,2,1,0,35,202200010894,0
0,4,2,2,1,1,2,5,1,2,11,5,69,2,3,3,1,5,0,2,1,0,1,39,202200010896,0
0,4,2,2,1,1,2,5,1,2,11,5,69,2,3,3,1,5,0,2,1,0,1,19,202200010896,0
5,3,2,2,1,1,1,0,3,2,5,5,56,2,1,1,6,3,15,0,3,0,1,23,202200010898,0
5,4,1,2,1,1,1,0,1,2,12,1,94,2,1,1,3,3,0,2,1,0,1,39,202200010899,0
5,4,1,2,1,1,1,0,1,2,12,1,94,2,1,1,3,3,0,2,1,0,1,61,202200010899,0
5,4,1,2,1,1,2,0,1,2,11,1,69,2,6,2,3,3,0,2,1,0,1,58,202200010901,0
5,4,1,2,1,1,2,0,1,2,11,1,69,2,6,2,3,3,0,2,1,0,0,22,202200010901,0
9,3,2,3,1,1,1,0,1,2,3,1,91,2,3,1,3,3,0,2,8,0,1,32,202200010903,0
4,3,2,3,1,1,1,0,1,2,3,1,91,2,3,1,3,3,0,2,8,0,1,56,202200010903,0
0,3,2,2,1,1,1,0,1,1,12,5,93,2,2,1,6,3,0,1,3,1,1,21,202200010904,0
0,4,2,2,2,1,1,0,1,2,3,1,91,2,1,1,3,3,0,2,8,0,0,35,202200010906,0
1,4,2,2,2,1,1,0,1,2,3,1,91,2,1,1,3,3,0,2,8,0,1,33,202200010906,0
1,3,2,2,1,1,1,0,1,2,12,1,93,2,1,1,6,3,1,0,7,0,0,31,202200010907,0
9,3,2,2,1,1,1,0,1,1,5,1,56,2,1,1,6,3,0,1,2,1,1,53,202200010909,0
0,5,2,4,1,1,2,0,1,1,11,5,67,2,1,3,6,3,0,1,1,1,1,21,202200010910,0
0,3,3,2,1,1,1,0,1,2,3,1,91,2,1,1,2,4,0,2,4,0,1,33,202200010911,0
0,3,3,2,1,1,1,0,1,2,3,1,91,2,1,1,2,4,0,2,4,0,0,40,202200010911,0
1,3,2,2,1,1,1,0,1,2,12,5,93,2,3,1,3,2,0,2,7,0,1,20,202200010912,0
1,3,2,2,1,1,1,0,1,2,12,5,93,2,3,1,3,2,0,2,7,0,1,31,202200010912,0
5,3,1,2,1,1,2,0,1,2,3,5,91,2,2,2,6,3,0,1,6,1,0,48,202200010913,0
0,4,2,5,1,2,1,0,1,2,11,5,67,2,1,1,3,3,0,2,3,0,0,18,202200010914,0
0,4,2,5,1,2,1,0,1,2,11,5,67,2,1,1,3,3,0,2,3,0,1,28,202200010914,0
2,4,2,2,3,1,1,0,1,1,5,1,56,2,2,1,3,0,0,2,1,0,0,15,202200010915,0
1,4,2,2,3,1,1,0,1,1,5,1,56,2,2,1,3,0,0,2,1,0,1,34,202200010915,0
5,3,1,3,1,1,1,0,1,2,5,2,51,2,1,1,3,2,0,2,3,0,1,20,202200010917,0
-1,3,1,3,1,1,1,0,1,2,5,2,51,2,1,1,3,2,0,2,3,0,0,21,202200010917,0
4,4,2,1,1,1,1,0,1,2,12,1,92,2,2,1,6,4,0,1,4,1,1,48,202200010919,0
5,3,3,4,1,1,1,0,1,4,11,3,66,1,1,1,2,3,0,2,1,0,1,41,202200010920,0
5,3,3,4,1,1,1,0,1,4,11,3,66,1,1,1,2,3,0,2,1,0,1,37,202200010920,0
4,1,1,1,1,1,1,3,1,2,3,1,87,1,1,1,2,0,0,2,1,0,1,44,202200010921,0
4,1,1,1,1,1,1,3,1,2,3,1,87,1,1,1,2,0,0,2,1,0,1,31,202200010921,0
5,4,2,2,1,1,1,2,1,2,11,5,66,2,1,1,6,3,0,2,1,0,1,72,202200010922,0
0,4,2,2,1,1,1,2,1,2,11,5,66,2,1,1,6,3,0,2,1,0,1,30,202200010922,0
5,4,1,2,1,1,1,0,1,2,12,5,92,2,2,1,2,3,5,0,1,0,1,24,202200010923,0
5,4,1,2,1,1,1,0,1,2,12,5,92,2,2,1,2,3,5,0,1,0,1,34,202200010923,0
0,4,-1,2,2,1,1,0,1,2,5,2,51,2,3,1,2,3,0,2,1,0,0,35,202200010924,0
0,4,-1,2,2,1,1,0,1,2,5,2,51,2,3,1,2,3,0,2,1,0,1,44,202200010924,0
4,4,2,2,1,1,1,0,1,2,3,1,87,2,3,1,6,4,15,0,1,0,1,33,202200010925,0
0,4,2,2,1,1,1,0,1,2,11,5,66,2,1,1,6,5,0,1,1,1,0,21,202200010926,0
1,4,2,2,1,1,1,5,1,1,5,1,50,2,1,1,6,3,0,1,2,1,1,21,202200010929,1
0,4,2,2,1,1,1,0,1,2,11,1,64,2,3,1,1,3,0,2,3,0,0,24,202200010930,0
9,4,2,2,1,1,1,0,1,2,11,1,64,2,3,1,1,3,0,2,3,0,1,39,202200010930,0
5,1,-1,4,1,1,1,0,1,4,12,1,11,1,1,1,2,3,0,2,2,0,1,46,202200010932,0
5,1,-1,4,1,1,1,0,1,4,12,1,11,1,1,1,2,3,0,2,2,0,1,40,202200010932,0
0,3,2,2,1,1,2,0,1,2,11,1,64,1,1,2,2,4,0,2,6,0,1,41,202200010933,0
0,3,2,2,1,1,2,0,1,2,11,1,64,1,1,2,2,4,0,2,6,0,1,66,202200010933,0
1,4,2,2,1,1,1,0,4,2,3,1,87,2,1,1,3,0,0,2,1,0,1,20,202200010934,0
2,4,2,2,1,1,1,0,4,2,3,1,87,2,1,1,3,0,0,2,1,0,1,19,202200010934,0
5,3,2,2,1,1,1,0,1,2,5,1,50,2,1,1,7,3,0,0,9,0,1,21,202200010935,0
0,3,2,2,1,1,2,0,1,2,11,2,64,2,6,8,4,3,0,2,6,0,1,37,202200010936,0
0,3,2,2,1,1,2,0,1,2,11,2,64,2,6,8,4,3,0,2,6,0,1,27,202200010936,0
0,3,2,2,1,1,2,0,1,2,11,2,64,2,6,8,4,3,0,2,6,0,1,24,202200010936,0
5,2,3,4,2,1,1,3,8,4,12,3,29,1,9,8,6,3,0,1,3,1,1,40,202200010938,1
5,3,2,2,1,1,1,5,1,3,3,1,87,1,3,1,2,3,0,2,4,0,0,54,202200010939,0
5,3,2,2,1,1,1,5,1,3,3,1,87,1,3,1,2,3,0,2,4,0,1,52,202200010939,0
0,3,-1,2,1,1,2,0,1,2,3,2,84,2,1,2,7,3,2,0,2,0,1,59,202200010940,0
5,5,-1,-1,1,1,1,0,1,1,5,1,45,2,1,1,6,0,0,1,4,1,1,21,202200010941,0
1,1,1,4,2,1,1,0,1,4,12,3,76,1,1,1,4,3,4,2,7,0,0,24,202200010943,0
1,1,1,4,2,1,1,0,1,4,12,3,76,1,1,1,4,3,4,2,7,0,1,56,202200010943,0
4,1,1,4,2,1,1,0,1,4,12,3,76,1,1,1,4,3,4,2,7,0,1,49,202200010943,0
5,4,2,1,1,1,1,0,3,2,3,1,83,1,1,1,6,3,1,0,1,0,1,84,202200010944,1
1,4,2,2,1,1,1,0,1,2,5,1,37,2,2,1,7,0,0,0,8,0,1,20,202200010951,0
0,5,3,5,1,1,1,0,1,2,11,1,63,2,8,1,3,3,0,2,1,0,0,74,202200010953,0
0,5,3,5,1,1,1,0,1,2,11,1,63,2,8,1,3,3,0,2,1,0,1,24,202200010953,0
5,3,2,2,3,2,1,0,3,3,12,3,19,1,1,1,6,4,2,0,1,0,1,29,202200010954,0
1,4,2,2,1,1,1,0,1,2,5,1,37,2,6,1,3,1,0,2,7,0,1,56,202200010955,0
1,4,2,2,1,1,1,0,1,2,5,1,37,2,6,1,3,1,0,2,7,0,1,52,202200010955,0
5,4,2,2,1,1,1,0,1,2,11,5,59,2,3,1,6,4,12,1,2,1,1,21,202200010957,0
5,3,2,2,1,2,1,0,1,2,12,1,98,1,1,1,1,3,0,2,8,0,1,21,202200010958,0
1,3,2,2,1,2,1,0,1,2,12,1,98,1,1,1,1,3,0,2,8,0,1,23,202200010958,0
0,4,2,2,1,1,1,0,1,2,3,1,80,2,1,1,4,4,0,2,4,0,1,60,202200010960,0
0,4,2,2,1,1,1,0,1,2,3,1,80,2,1,1,4,4,0,2,4,0,0,51,202200010960,0
0,4,2,2,1,1,1,0,1,2,3,1,80,2,1,1,4,4,0,2,4,0,0,48,202200010960,0
5,3,2,2,1,1,1,0,3,3,12,3,82,1,1,1,6,3,16,0,2,0,1,85,202200010961,0
0,5,2,2,1,3,1,0,1,2,11,1,59,2,4,1,2,1,0,2,0,0,1,57,202200010962,0
-1,5,2,2,1,3,1,0,1,2,11,1,59,2,4,1,2,1,0,2,0,0,0,21,202200010962,0
9,4,1,1,1,1,1,0,1,2,3,1,80,2,1,7,6,3,0,1,1,1,1,21,202200010966,0
-1,5,2,2,1,1,1,0,1,2,11,1,59,2,2,1,3,4,0,2,3,0,0,21,202200010967,0
0,5,2,2,1,1,1,0,1,2,11,1,59,2,2,1,3,4,0,2,3,0,0,24,202200010967,0
5,4,2,2,1,3,1,0,1,2,5,1,36,2,6,1,3,0,0,2,1,0,1,58,202200010968,0
5,4,2,2,1,3,1,0,1,2,5,1,36,2,6,1,3,0,0,2,1,0,1,32,202200010968,0
5,4,2,1,1,1,1,0,1,2,3,1,80,2,1,1,7,1,0,-1,4,0,1,64,202200010969,0
5,4,2,2,1,1,1,5,4,1,11,1,56,2,6,1,6,3,8,1,1,1,1,52,202200010970,0
0,4,2,2,1,1,1,0,1,2,5,1,35,2,1,1,3,3,0,2,2,0,0,41,202200010972,0
2,4,2,2,1,1,1,0,1,2,5,1,35,2,1,1,3,3,0,2,2,0,1,19,202200010972,0
1,3,2,2,1,1,2,0,3,3,12,3,71,1,1,1,6,3,2,0,8,0,0,18,202200010973,1
1,4,2,0,1,1,2,9,1,2,3,1,78,2,6,1,3,0,0,2,7,0,1,19,202200010974,0
0,4,2,0,1,1,2,9,1,2,3,1,78,2,6,1,3,0,0,2,7,0,1,61,202200010974,0
0,4,2,6,1,1,1,0,1,2,11,5,54,2,2,1,1,3,0,2,1,0,0,53,202200010975,0
0,4,2,6,1,1,1,0,1,2,11,5,54,2,2,1,1,3,0,2,1,0,1,46,202200010975,0
1,3,2,2,1,2,2,0,1,2,12,4,22,2,4,1,3,3,0,0,3,0,1,39,202200010976,0
0,3,2,2,1,2,2,0,1,2,12,4,22,2,4,1,3,3,0,0,3,0,1,23,202200010976,0
4,3,1,0,1,1,1,0,1,1,3,1,78,2,7,1,6,0,0,1,2,1,1,47,202200010977,0
5,4,2,2,1,1,1,0,1,2,11,1,54,2,1,1,3,2,0,2,8,0,1,14,202200010978,0
0,4,2,2,1,1,1,0,1,2,11,1,54,2,1,1,3,2,0,2,8,0,1,65,202200010978,0
0,4,2,2,2,1,1,0,1,2,5,5,34,2,1,1,5,3,0,2,5,0,1,27,202200010979,0
5,4,2,2,2,1,1,0,1,2,5,5,34,2,1,1,5,3,0,2,5,0,1,40,202200010979,0
0,4,2,2,2,1,1,0,1,2,5,5,34,2,1,1,5,3,0,2,5,0,1,26,202200010979,0
3,5,-1,-1,1,1,2,6,1,1,12,1,38,2,9,8,6,3,14,1,1,1,1,51,202200010980,0
5,3,2,2,1,1,1,5,1,2,3,1,77,2,2,1,3,3,0,2,1,0,1,26,202200010981,0
5,3,2,2,1,1,1,5,1,2,3,1,77,2,2,1,3,3,0,2,1,0,1,50,202200010981,0
0,4,2,2,1,1,1,0,1,2,5,1,34,2,3,1,3,3,0,2,6,0,1,48,202200010983,0
5,4,2,2,1,1,1,0,1,2,5,1,34,2,3,1,3,3,0,2,6,0,1,23,202200010983,0
5,3,2,2,1,1,1,0,3,3,12,1,26,1,1,1,6,3,13,0,1,0,0,55,202200010984,0
0,3,2,2,1,2,2,0,1,2,3,1,77,2,1,2,1,3,0,2,3,0,1,29,202200010985,0
5,3,2,2,1,2,2,0,1,2,3,1,77,2,1,2,1,3,0,2,3,0,0,34,202200010985,0
5,5,2,2,3,3,1,0,1,2,12,5,6,1,1,1,6,0,13,0,7,0,1,41,202200010986,0
1,3,1,2,1,1,1,9,1,2,5,1,29,1,6,1,3,3,0,2,7,0,1,21,202200010988,0
4,3,1,2,1,1,1,9,1,2,5,1,29,1,6,1,3,3,0,2,7,0,1,48,202200010988,0
5,3,2,2,1,1,2,0,1,3,12,3,60,1,1,8,1,3,0,2,3,0,1,50,202200010989,0
5,3,2,2,1,1,2,0,1,3,12,3,60,1,1,8,1,3,0,2,3,0,1,33,202200010989,0
5,4,2,2,1,1,2,6,4,2,11,5,51,2,2,9,7,4,8,1,1,1,1,53,202200010991,0
3,4,2,2,2,1,1,0,2,2,5,1,29,2,1,1,3,3,0,2,8,0,0,53,202200010992,0
3,4,2,2,2,1,1,0,2,2,5,1,29,2,1,1,3,3,0,2,8,0,1,51,202200010992,0
5,3,2,2,1,1,2,0,1,2,12,3,88,2,1,3,6,3,0,1,3,1,1,21,202200010996,0
9,4,2,0,1,1,1,0,4,2,3,5,77,2,1,1,3,3,0,2,2,0,1,42,202200010998,0
9,4,2,0,1,1,1,0,4,2,3,5,77,2,1,1,3,3,0,2,2,0,0,31,202200010998,0
4,4,2,2,1,1,1,0,1,2,11,1,49,2,1,1,6,4,0,1,1,1,1,28,202200010999,0
4,1,3,4,1,2,7,0,1,4,12,1,71,1,1,2,2,3,0,2,3,0,1,45,202200011001,1
4,1,3,4,1,2,7,0,1,4,12,1,71,1,1,2,2,3,0,2,3,0,1,54,202200011001,1
5,4,1,2,4,1,2,0,1,2,11,5,49,2,3,3,6,3,0,1,2,1,0,21,202200011002,0
1,3,2,4,1,1,1,0,1,3,3,1,77,1,1,1,2,3,0,2,4,0,0,54,202200011003,0
1,3,2,4,1,1,1,0,1,3,3,1,77,1,1,1,2,3,0,2,4,0,0,35,202200011003,0
5,4,2,1,1,3,6,8,1,1,12,1,6,2,5,1,6,3,0,1,3,1,0,79,202200011004,0
9,3,2,0,1,1,1,0,1,2,5,1,25,2,1,1,4,3,0,2,1,1,1,19,202200011005,0
9,3,2,0,1,1,1,0,1,2,5,1,25,2,1,1,4,3,0,2,1,0,1,73,202200011005,0
9,3,2,0,1,1,1,0,1,2,5,1,25,2,1,1,4,3,0,2,1,0,1,33,202200011005,0
5,4,2,2,1,1,1,0,1,1,11,1,49,2,1,1,3,3,0,2,3,0,0,76,202200011006,0
0,4,2,2,1,1,1,0,1,1,11,1,49,2,1,1,3,3,0,2,3,0,1,26,202200011006,0
5,1,3,2,1,1,1,0,1,4,12,2,72,1,1,1,2,3,0,2,2,0,1,64,202200011007,0
5,1,3,2,1,1,1,0,1,4,12,2,72,1,1,1,2,3,0,2,2,0,1,21,202200011007,0
-1,4,2,2,1,1,2,0,1,2,3,5,76,2,2,2,3,3,0,2,3,0,0,21,202200011008,0
1,4,2,2,1,1,2,0,1,2,3,5,76,2,2,2,3,3,0,2,3,0,1,23,202200011008,0
1,4,2,2,1,1,1,0,1,2,11,5,49,2,1,1,3,0,0,2,0,0,1,20,202200011009,0
5,4,2,2,1,1,1,0,1,2,11,5,49,2,1,1,3,0,0,2,0,0,1,69,202200011009,0
0,4,2,1,1,1,1,0,5,1,5,1,22,1,4,1,3,1,0,2,1,0,1,17,202200011010,0
5,4,2,1,1,1,1,0,5,1,5,1,22,1,4,1,3,1,0,2,1,0,0,77,202200011010,0
5,1,1,3,2,3,1,0,1,3,12,1,6,1,1,1,3,3,0,2,3,0,0,34,202200011012,0
0,1,1,3,2,3,1,0,1,3,12,1,6,1,1,1,3,3,0,2,3,0,1,87,202200011012,0
4,3,3,3,1,1,1,0,1,3,11,2,49,1,3,1,3,3,0,2,3,0,0,27,202200011013,0
1,3,3,3,1,1,1,0,1,3,11,2,49,1,3,1,3,3,0,2,3,0,0,35,202200011013,0
5,2,2,2,1,1,1,0,1,1,12,5,987,2,1,1,1,0,0,2,1,0,1,33,202200011014,0
5,2,2,2,1,1,1,0,1,1,12,5,987,2,1,1,1,0,0,2,1,0,1,12,202200011014,0
0,4,3,6,1,1,2,0,1,2,11,2,49,2,1,2,6,3,1,0,0,0,0,36,202200011017,0
0,2,2,2,4,1,2,0,1,3,12,1,973,1,1,2,6,2,0,1,8,1,1,22,202200011018,1
0,3,1,2,1,2,1,0,1,2,11,2,45,2,6,1,3,1,0,2,1,0,1,13,202200011020,0
1,3,1,2,1,2,1,0,1,2,11,2,45,2,6,1,3,1,0,2,1,0,1,56,202200011020,0
0,3,2,2,2,1,1,0,1,3,12,3,971,2,1,1,1,1,0,2,1,0,1,38,202200011021,0
0,3,2,2,2,1,1,0,1,3,12,3,971,2,1,1,1,1,0,2,1,0,1,57,202200011021,0
5,4,2,2,1,1,1,0,1,2,5,1,13,2,3,1,3,3,0,2,5,0,0,59,202200011022,0
0,4,2,2,1,1,1,0,1,2,5,1,13,2,3,1,3,3,0,2,5,0,1,67,202200011022,0
3,3,3,3,1,1,2,5,1,2,3,5,73,2,6,2,6,3,0,1,1,1,1,21,202200011023,0
0,4,2,2,1,1,1,0,1,1,11,5,44,2,1,1,3,1,0,0,0,0,0,59,202200011024,0
0,4,2,2,1,1,1,0,1,1,11,5,44,2,1,1,3,1,0,0,0,0,0,45,202200011024,0
5,3,2,2,3,1,1,2,1,2,11,1,43,2,1,1,6,0,0,1,3,1,1,21,202200011026,1
0,4,2,2,1,1,2,0,1,2,3,1,71,2,2,3,3,3,0,2,8,0,1,30,202200011028,0
-1,4,2,2,1,1,2,0,1,2,3,1,71,2,2,3,3,3,0,2,8,0,0,21,202200011028,0
1,5,2,2,1,4,2,0,1,2,11,3,42,1,1,2,1,3,0,2,3,0,1,32,202200011031,0
0,5,2,2,1,4,2,0,1,2,11,3,42,1,1,2,1,3,0,2,3,0,1,24,202200011031,0
5,4,2,2,2,1,1,5,1,2,10,1,39,2,3,7,3,3,0,2,1,0,0,66,202200011034,0
1,4,2,2,2,1,1,5,1,2,10,1,39,2,3,7,3,3,0,2,1,0,1,49,202200011034,0
5,4,2,4,2,1,1,0,1,2,11,5,37,2,1,1,6,3,0,1,2,1,1,20,202200011037,0
5,3,2,2,1,3,1,0,3,3,12,3,34,1,1,1,6,3,13,0,2,0,1,45,202200011039,0
5,4,2,3,1,1,2,0,1,2,11,1,37,2,1,2,7,5,0,0,8,0,1,32,202200011040,0
5,4,1,1,2,1,1,0,1,2,5,1,6,2,2,1,3,3,0,2,1,0,0,35,202200011041,0
4,4,1,1,2,1,1,0,1,2,5,1,6,2,2,1,3,3,0,2,1,0,1,56,202200011041,0
0,5,2,2,1,1,1,0,1,2,5,1,6,2,1,1,1,3,0,2,3,0,1,50,202200011044,0
0,5,2,2,1,1,1,0,1,2,5,1,6,2,1,1,1,3,0,2,3,0,1,37,202200011044,0
1,5,2,2,1,1,1,0,6,2,3,1,69,2,1,1,3,3,0,2,7,0,0,27,202200011046,0
0,5,2,2,1,1,1,0,6,2,3,1,69,2,1,1,3,3,0,2,7,0,1,30,202200011046,0
5,4,2,2,1,1,1,0,3,2,12,4,33,2,1,1,6,3,17,0,1,0,1,26,202200011047,0
0,3,2,2,1,1,1,0,1,2,3,1,69,2,1,1,3,1,1,2,1,0,1,21,202200011050,0
0,3,2,2,1,1,1,0,1,2,3,1,69,2,1,1,3,1,1,2,1,0,0,53,202200011050,0
1,3,2,2,1,1,1,0,3,2,12,1,50,1,1,1,1,3,0,2,1,0,0,44,202200011051,0
1,3,2,2,1,1,1,0,3,2,12,1,50,1,1,1,1,3,0,2,1,0,0,37,202200011051,0
1,4,1,3,1,1,1,1,1,2,5,1,75,2,4,1,3,3,0,2,6,0,0,46,202200011052,0
-1,4,1,3,1,1,1,1,1,2,5,1,75,2,4,1,3,3,0,2,6,0,0,21,202200011052,0
4,4,2,2,1,1,1,0,1,1,11,5,33,2,3,1,3,3,0,2,3,0,0,50,202200011053,0
0,4,2,2,1,1,1,0,1,1,11,5,33,2,3,1,3,3,0,2,3,0,1,21,202200011053,0
1,4,2,2,1,1,1,0,1,2,3,1,69,2,3,1,3,3,0,2,1,0,1,29,202200011054,0
