trajet,catr,circ,nbv,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col,catv,obs,obsm,choc,pieton,sexe_conducteur,age,Num_Acc,Y
1,3,2,2,4,1,1,0,1,3,3,3,40,1,1,1,2,0,0,0,4,0,1,57,202200021303,1
2,3,3,4,1,1,2,5,1,3,3,1,28,1,2,2,1,3,12,2,1,0,0,71,202200021304,0
4,3,3,4,1,1,2,5,1,3,3,1,28,1,2,2,1,3,12,2,1,0,0,25,202200021304,0
4,3,2,2,1,2,1,0,1,2,9,1,80,2,1,1,1,0,0,2,3,0,1,21,202200021305,0
1,3,2,2,1,2,1,0,1,2,9,1,80,2,1,1,1,0,0,2,3,0,1,34,202200021305,0
4,5,2,2,1,1,1,0,3,3,3,1,38,1,1,7,7,0,13,0,7,0,1,33,202200021306,0
0,2,2,2,1,1,1,0,1,2,3,1,978,1,1,1,3,5,0,2,1,0,1,37,202200021307,1
0,2,2,2,1,1,1,0,1,2,3,1,978,1,1,1,3,5,0,2,1,0,1,21,202200021307,1
9,1,3,4,1,1,1,0,1,3,9,1,33,1,1,1,4,3,0,2,1,0,1,52,202200021308,0
0,1,3,4,1,1,1,0,1,3,9,1,33,1,1,1,4,3,0,2,1,0,0,25,202200021308,0
9,1,3,4,1,1,1,0,1,3,9,1,33,1,1,1,4,3,0,2,1,0,1,68,202200021308,0
0,1,3,4,1,1,1,0,1,3,9,1,33,1,1,1,4,3,0,2,1,0,1,22,202200021308,0
1,1,3,4,1,1,1,0,1,4,3,1,82,1,9,1,3,4,0,2,3,0,1,34,202200021309,0
5,1,3,4,1,1,1,0,1,4,3,1,82,1,9,1,3,4,0,2,3,0,0,28,202200021309,0
9,1,3,6,1,1,1,0,1,4,9,3,33,1,1,1,4,3,0,2,1,0,1,31,202200021310,0
0,1,3,6,1,1,1,0,1,4,9,3,33,1,1,1,4,3,0,2,1,0,1,52,202200021310,0
-1,1,3,6,1,1,1,0,1,4,9,3,33,1,1,1,4,3,0,2,1,0,0,21,202200021310,0
0,1,-1,3,2,1,1,0,2,4,9,3,78,1,1,1,6,3,3,0,3,0,0,37,202200021311,0
4,2,2,2,1,1,1,0,1,3,2,3,53,1,3,1,5,0,0,2,1,0,1,50,202200021312,0
5,2,2,2,1,1,1,0,1,3,2,3,53,1,3,1,5,0,0,2,1,0,1,21,202200021312,0
1,2,2,2,1,1,1,0,1,3,2,3,53,1,3,1,5,0,0,2,1,0,0,52,202200021312,0
0,1,3,3,1,3,1,1,1,3,9,1,92,1,1,1,7,5,0,0,0,0,1,35,202200021313,0
4,1,3,3,1,1,1,2,2,3,3,3,72,1,1,1,6,0,6,0,7,0,1,21,202200021314,1
5,5,2,2,2,4,1,0,1,2,3,1,38,2,1,1,7,5,0,0,2,0,1,53,202200021315,0
4,1,3,6,1,1,1,0,2,4,3,1,69,1,1,1,2,0,1,0,2,0,1,34,202200021317,0
4,1,3,6,1,1,1,0,2,4,3,1,69,1,1,1,2,0,1,0,2,0,1,48,202200021317,0
9,3,2,2,1,1,2,0,3,3,1,3,45,1,1,1,7,3,0,0,9,0,1,67,202200021319,1
1,2,3,4,1,1,1,0,1,4,9,1,95,1,1,1,2,3,1,0,1,0,0,50,202200021320,0
4,2,3,4,1,1,1,0,1,4,9,1,95,1,1,1,2,3,1,0,1,0,1,51,202200021320,0
5,3,2,2,1,1,1,0,3,3,3,2,45,1,1,1,7,3,13,0,9,0,1,21,202200021321,0
5,3,3,2,1,1,1,0,1,4,3,1,45,1,1,1,6,3,0,0,9,0,0,19,202200021322,0
0,1,1,0,1,1,1,1,1,2,9,5,93,1,1,1,2,5,0,2,1,0,1,21,202200021323,0
0,1,1,0,1,1,1,1,1,2,9,5,93,1,1,1,2,5,0,2,1,0,1,30,202200021323,0
4,4,2,2,1,1,1,0,1,2,3,1,66,2,1,1,6,3,0,1,4,1,1,21,202200021324,0
0,3,2,2,2,1,1,0,1,2,3,1,83,2,1,1,6,2,6,0,1,0,1,69,202200021326,0
9,3,2,2,1,1,1,0,3,3,3,3,13,1,1,1,6,3,13,0,0,0,1,37,202200021327,0
1,1,3,4,1,1,1,0,1,3,9,1,77,1,1,1,6,5,0,2,1,0,1,34,202200021330,0
1,1,3,4,1,1,1,0,1,3,9,1,77,1,1,1,6,5,0,2,1,0,1,43,202200021330,0
0,1,-1,2,1,3,1,0,1,2,9,3,77,1,1,1,7,5,0,0,0,0,1,27,202200021331,0
5,3,2,2,2,4,1,0,1,3,3,1,68,1,1,1,1,3,0,0,1,0,0,21,202200021332,0
1,3,2,2,2,4,1,0,1,3,3,1,68,1,1,1,1,3,0,0,1,0,0,23,202200021332,0
5,3,2,2,1,1,1,0,3,3,4,1,7,1,1,1,6,5,17,0,1,0,1,57,202200021333,0
5,3,2,2,1,1,1,0,1,3,3,1,26,1,3,1,3,0,0,2,1,0,1,62,202200021334,0
2,3,2,2,1,1,1,0,1,3,3,1,26,1,3,1,3,0,0,2,1,0,1,44,202200021334,0
0,4,2,2,1,1,1,0,1,2,9,1,976,2,1,1,6,3,0,1,1,1,0,49,202200021336,0
5,3,2,2,1,1,1,0,1,3,3,1,22,1,6,1,1,1,0,2,3,0,0,77,202200021337,0
-1,3,2,2,1,1,1,0,1,3,3,1,22,1,6,1,1,1,0,2,3,0,0,21,202200021337,0
0,2,2,1,2,2,1,0,1,2,9,3,974,1,1,1,3,0,0,2,1,0,1,21,202200021338,0
-1,2,2,1,2,2,1,0,1,2,9,3,974,1,1,1,3,0,0,2,1,0,0,21,202200021338,0
5,3,2,2,2,1,1,0,1,3,3,1,22,1,1,1,6,1,0,5,1,0,1,62,202200021339,0
5,3,-1,2,1,2,1,0,1,2,9,1,973,2,9,1,3,3,12,2,3,0,0,28,202200021340,0
5,3,-1,2,1,2,1,0,1,2,9,1,973,2,9,1,3,3,12,2,3,0,1,30,202200021340,0
0,3,2,2,1,1,1,0,1,2,3,5,59,1,1,1,1,3,0,0,6,0,0,20,202200021341,0
0,3,2,2,1,1,1,0,1,2,3,5,59,1,1,1,1,3,0,0,6,0,1,23,202200021341,0
0,4,2,1,1,1,1,0,1,2,9,5,973,2,2,1,3,0,0,2,2,0,1,21,202200021342,0
0,4,2,1,1,1,1,0,1,2,9,5,973,2,2,1,3,0,0,2,2,0,1,47,202200021342,0
-1,4,1,4,1,1,1,1,1,2,9,5,69,2,1,1,5,3,0,2,6,0,0,21,202200021344,0
5,4,1,4,1,1,1,1,1,2,9,5,69,2,1,1,5,3,0,2,6,0,1,47,202200021344,0
4,4,1,4,1,1,1,1,1,2,9,5,69,2,1,1,5,3,0,2,6,0,1,47,202200021344,0
-1,3,2,2,1,2,1,0,1,2,9,5,95,2,3,1,3,3,0,0,3,0,0,21,202200021347,0
5,3,2,2,1,2,1,0,1,2,9,5,95,2,3,1,3,3,0,0,3,0,1,36,202200021347,0
0,2,3,3,1,1,1,0,1,3,3,1,92,1,1,1,2,3,0,2,1,0,1,69,202200021349,0
0,2,3,3,1,1,1,0,1,3,3,1,92,1,1,1,2,3,0,2,1,0,1,28,202200021349,0
5,3,2,2,1,1,1,0,1,2,9,5,95,2,3,1,3,5,0,2,1,0,1,21,202200021350,0
5,3,2,2,1,1,1,0,1,2,9,5,95,2,3,1,3,5,0,2,1,0,1,22,202200021350,0
0,1,3,3,1,1,1,0,1,3,3,1,93,1,1,1,6,5,4,2,8,0,1,43,202200021351,0
3,3,1,1,1,1,1,0,1,2,9,1,88,2,1,1,3,3,0,1,2,1,0,81,202200021352,0
0,1,3,3,1,1,1,0,1,4,3,1,93,1,1,1,5,3,4,2,4,0,1,72,202200021353,0
0,1,3,3,1,1,1,0,1,4,3,1,93,1,1,1,5,3,4,2,4,0,1,53,202200021353,0
0,1,3,3,1,1,1,0,1,4,3,1,93,1,1,1,5,3,4,2,4,0,1,35,202200021353,0
9,3,3,1,1,1,1,9,8,4,9,1,85,1,6,1,6,3,13,0,1,0,1,84,202200021354,1
0,1,3,6,1,1,1,0,1,3,3,1,93,1,1,1,2,5,0,2,3,0,1,26,202200021355,0
0,1,3,6,1,1,1,0,1,3,3,1,93,1,1,1,2,5,0,2,3,0,0,24,202200021355,0
5,3,2,2,1,1,1,0,1,3,9,3,82,1,1,1,6,3,2,0,3,0,1,42,202200021356,1
5,4,2,2,1,3,1,0,1,1,9,1,77,2,1,1,6,3,8,1,1,1,0,21,202200021358,0
0,5,2,2,1,2,1,-1,1,2,9,5,76,2,2,1,6,3,9,0,1,0,0,21,202200021360,0
0,1,3,4,1,1,1,0,1,4,3,1,93,1,1,1,2,5,0,2,1,0,1,37,202200021361,0
1,1,3,4,1,1,1,0,1,4,3,1,93,1,1,1,2,5,0,2,1,0,0,25,202200021361,0
1,2,3,3,1,2,1,0,1,4,3,1,77,1,1,1,6,0,1,0,7,0,1,30,202200021363,1
4,2,3,3,1,2,1,0,1,4,3,1,77,1,1,1,6,0,1,0,7,0,1,19,202200021363,1
9,4,2,2,1,1,1,0,1,2,9,5,72,2,2,1,3,3,0,2,3,0,1,21,202200021365,0
9,4,2,2,1,1,1,0,1,2,9,5,72,2,2,1,3,3,0,2,3,0,1,41,202200021365,0
5,4,2,1,1,1,1,0,1,2,3,1,27,2,2,1,6,3,0,1,1,1,1,46,202200021367,0
5,3,3,4,2,1,1,9,3,4,9,2,67,1,1,1,6,3,7,0,1,0,1,41,202200021368,1
4,3,-1,2,1,3,1,0,1,2,9,1,65,1,1,1,5,3,0,2,1,0,0,23,202200021371,0
9,3,-1,2,1,3,1,0,1,2,9,1,65,1,1,1,5,3,0,2,1,0,0,40,202200021371,0
9,3,-1,2,1,3,1,0,1,2,9,1,65,1,1,1,5,3,0,2,1,0,0,60,202200021371,0
4,4,1,0,1,2,1,0,1,1,3,1,974,2,1,1,6,0,0,2,2,1,1,28,202200021372,0
0,3,2,2,1,1,1,0,1,2,9,1,64,2,3,1,3,3,0,2,3,0,0,29,202200021373,0
0,3,2,2,1,1,1,0,1,2,9,1,64,2,3,1,3,3,0,2,3,0,1,55,202200021373,0
0,4,2,4,1,1,1,0,1,2,3,5,69,2,1,1,6,5,0,1,1,1,1,25,202200021376,0
9,5,2,0,1,1,1,0,1,2,9,5,59,2,1,1,3,3,0,2,3,0,1,60,202200021377,0
9,5,2,0,1,1,1,0,1,2,9,5,59,2,1,1,3,3,0,2,3,0,1,37,202200021377,0
1,4,3,2,1,1,1,0,1,2,3,1,69,2,2,1,7,5,0,0,7,0,1,36,202200021379,0
5,4,-1,1,2,1,1,5,1,2,9,1,51,2,6,1,6,3,2,0,1,0,0,21,202200021381,0
0,4,2,3,1,1,1,0,1,2,9,5,45,2,1,1,5,5,0,2,1,0,1,19,202200021382,0
0,4,2,3,1,1,1,0,1,2,9,5,45,2,1,1,5,5,0,2,1,0,1,26,202200021382,0
5,4,2,3,1,1,1,0,1,2,9,5,45,2,1,1,5,5,0,2,1,0,1,26,202200021382,0
0,4,2,2,1,1,1,0,1,2,9,5,34,2,2,1,3,0,0,2,3,0,1,27,202200021384,0
0,4,2,2,1,1,1,0,1,2,9,5,34,2,2,1,3,0,0,2,3,0,0,36,202200021384,0
9,5,2,2,1,1,1,0,4,2,9,2,31,2,1,1,6,3,15,1,9,1,1,21,202200021385,0
4,4,2,2,1,1,1,0,1,1,9,2,22,2,2,1,3,3,0,2,3,0,0,49,202200021387,0
5,4,2,2,1,1,1,0,1,1,9,2,22,2,2,1,3,3,0,2,3,0,1,21,202200021387,0
0,4,2,2,1,2,1,2,1,2,9,3,22,2,1,1,-1,3,6,0,2,0,1,34,202200021388,0
5,4,-1,2,1,1,1,0,1,2,9,1,16,2,1,1,6,1,1,0,1,0,1,15,202200021389,0
0,4,2,2,1,1,1,0,1,2,9,1,13,2,3,1,3,0,0,2,2,0,1,21,202200021390,0
5,4,2,2,1,1,1,0,1,2,9,1,13,2,3,1,3,0,0,2,2,0,1,62,202200021390,0
-1,4,2,2,1,1,1,0,1,2,9,1,13,2,1,1,3,4,0,2,2,0,1,27,202200021391,0
5,4,2,2,1,1,1,0,1,2,9,1,13,2,1,1,3,4,0,2,2,0,1,19,202200021391,0
-1,4,2,1,1,1,1,0,1,2,9,1,13,2,1,1,5,3,0,0,0,0,1,32,202200021393,0
0,4,2,1,1,1,1,0,1,2,9,1,13,2,1,1,5,3,0,0,0,0,1,19,202200021393,0
3,2,2,3,1,3,2,5,1,2,9,1,5,2,6,2,5,3,2,2,1,0,1,81,202200021396,0
3,2,2,3,1,3,2,5,1,2,9,1,5,2,6,2,5,3,2,2,1,0,1,54,202200021396,0
5,2,2,3,1,3,2,5,1,2,9,1,5,2,6,2,5,3,2,2,1,0,1,50,202200021396,0
5,4,3,4,1,2,1,0,1,2,9,1,75,2,2,1,3,3,0,2,1,0,1,75,202200021399,0
3,4,3,4,1,2,1,0,1,2,9,1,75,2,2,1,3,3,0,2,1,0,0,16,202200021399,0
5,4,1,1,1,1,1,0,1,1,9,1,75,2,4,1,6,0,0,1,7,1,1,21,202200021401,0
4,4,2,2,1,1,1,0,1,1,9,5,75,2,1,1,1,3,0,2,1,0,1,39,202200021402,0
9,4,2,2,1,1,1,0,1,1,9,5,75,2,1,1,1,3,0,2,1,0,1,22,202200021402,0
0,4,2,4,1,1,1,0,1,1,9,1,93,2,1,1,3,0,0,2,1,0,1,34,202200021405,0
0,4,2,4,1,1,1,0,1,1,9,1,93,2,1,1,3,0,0,2,1,0,0,33,202200021405,0
4,3,2,2,1,1,1,0,1,1,9,1,93,2,2,1,1,4,0,2,1,0,1,23,202200021406,0
5,3,2,2,1,1,1,0,1,1,9,1,93,2,2,1,1,4,0,2,1,0,0,40,202200021406,0
5,3,2,2,1,1,1,0,1,2,9,1,93,2,1,1,6,0,0,1,3,1,1,21,202200021408,0
0,3,-1,2,1,1,1,0,1,2,9,1,92,2,1,1,3,0,0,2,1,0,1,37,202200021409,0
0,3,-1,2,1,1,1,0,1,2,9,1,92,2,1,1,3,0,0,2,1,0,1,60,202200021409,0
0,5,2,2,2,3,1,0,1,3,9,1,35,1,1,1,1,3,0,2,3,0,1,69,202200021410,0
0,5,2,2,2,3,1,0,1,3,9,1,35,1,1,1,1,3,0,2,3,0,1,16,202200021410,0
5,3,2,2,2,3,1,0,1,3,9,1,84,1,1,7,7,5,0,0,0,0,1,37,202200021412,1
-1,3,2,2,1,1,1,0,1,2,7,3,972,1,1,1,3,3,0,2,8,0,0,21,202200021414,0
5,3,2,2,1,1,1,0,1,2,7,3,972,1,1,1,3,3,0,2,8,0,1,23,202200021414,0
5,3,2,2,1,1,1,0,3,3,9,1,19,1,1,1,6,3,2,0,3,0,1,82,202200021415,0
5,3,2,2,2,3,1,0,1,1,9,1,74,2,1,1,3,4,0,2,3,0,0,20,202200021416,0
5,3,2,2,2,3,1,0,1,1,9,1,74,2,1,1,3,4,0,2,3,0,1,21,202200021416,0
9,5,2,3,1,1,1,0,1,2,9,1,69,2,3,1,5,3,0,2,3,0,1,22,202200021417,0
5,5,2,3,1,1,1,0,1,2,9,1,69,2,3,1,5,3,0,2,3,0,0,30,202200021417,0
1,5,2,3,1,1,1,0,1,2,9,1,69,2,3,1,5,3,0,2,3,0,1,42,202200021417,0
5,4,2,1,1,1,1,0,1,2,9,1,38,2,4,1,1,1,0,2,1,0,1,45,202200021423,0
5,4,2,1,1,1,1,0,1,2,9,1,38,2,4,1,1,1,0,2,1,0,0,20,202200021423,0
5,3,2,2,1,1,1,0,1,3,9,1,2,1,1,1,2,3,0,0,6,0,1,52,202200021424,0
5,3,2,2,1,1,1,0,1,3,9,1,2,1,1,1,2,3,0,0,6,0,1,49,202200021424,0
5,4,-1,1,2,2,9,9,8,1,9,1,3,1,1,1,7,0,13,0,9,0,1,76,202200021425,0
5,3,2,2,2,2,1,0,1,3,9,1,15,1,1,1,7,5,13,0,9,0,1,46,202200021426,0
5,3,2,2,1,1,1,0,1,3,9,1,1,1,5,1,2,3,0,2,8,0,1,55,202200021427,0
5,3,2,2,1,1,1,0,1,3,9,1,1,1,5,1,2,3,0,2,8,0,1,56,202200021427,0
5,3,2,2,1,1,1,0,1,3,9,1,1,1,1,1,1,3,0,2,1,0,1,34,202200021428,0
5,3,2,2,1,1,1,0,1,3,9,1,1,1,1,1,1,3,0,2,1,0,0,54,202200021428,0
5,3,2,2,1,1,1,0,8,2,9,5,26,2,1,1,6,3,2,0,2,0,0,21,202200021429,0
5,4,2,2,1,1,1,0,1,1,9,1,21,2,1,1,7,1,0,0,0,0,1,65,202200021432,0
5,5,-1,-1,1,1,1,0,8,1,9,1,37,2,1,1,6,3,1,1,1,1,0,19,202200021433,0
4,1,3,5,1,1,1,7,1,1,9,1,1,1,1,1,2,0,0,2,4,0,1,64,202200021434,0
5,1,3,5,1,1,1,7,1,1,9,1,1,1,1,1,2,0,0,2,4,0,1,21,202200021434,0
4,1,3,4,1,3,1,3,8,4,8,1,59,1,1,1,6,3,3,0,1,0,1,21,202200021436,0
5,3,2,2,1,1,1,0,3,2,9,1,971,2,1,1,6,4,2,0,1,0,0,30,202200021438,0
5,4,3,4,1,1,1,0,1,2,9,5,66,2,2,1,6,3,0,2,8,0,1,21,202200021439,0
4,4,3,4,1,1,1,0,1,2,9,5,66,2,2,1,6,3,0,2,8,0,1,23,202200021439,0
5,4,2,1,1,2,1,0,3,3,9,1,88,1,1,1,7,2,0,0,3,0,1,14,202200021441,0
1,3,2,3,1,1,1,0,3,3,9,1,69,1,1,1,6,3,13,0,3,0,0,19,202200021442,0
1,3,2,2,1,1,1,5,1,2,9,1,31,2,3,1,1,5,8,2,1,0,1,38,202200021443,1
3,3,2,2,1,1,1,5,1,2,9,1,31,2,3,1,1,5,8,2,1,0,0,54,202200021443,1
1,2,2,2,1,1,2,0,1,3,9,1,31,1,1,2,3,5,0,2,1,0,1,56,202200021444,0
1,2,2,2,1,1,2,0,1,3,9,1,31,1,1,2,3,5,0,2,1,0,1,51,202200021444,0
1,3,2,3,3,1,1,0,1,3,9,2,79,1,3,1,3,3,0,2,1,0,1,42,202200021445,0
2,3,2,3,3,1,1,0,1,3,9,2,79,1,3,1,3,3,0,2,1,0,0,22,202200021445,0
5,3,2,2,1,2,1,2,4,3,9,1,50,1,1,1,7,5,12,0,2,0,1,20,202200021447,0
5,4,-1,2,1,1,1,0,3,3,9,1,76,1,1,1,6,3,0,1,2,1,0,21,202200021448,0
4,4,2,2,1,1,1,0,1,2,9,1,60,2,2,1,6,3,0,1,2,1,0,21,202200021449,0
0,1,1,3,1,1,1,0,1,3,9,1,13,1,1,1,6,3,3,0,1,0,0,22,202200021450,0
5,1,3,2,1,1,1,0,1,3,9,1,13,1,1,1,3,3,0,2,3,0,0,27,202200021451,0
5,1,3,2,1,1,1,0,1,3,9,1,13,1,1,1,3,3,0,2,3,0,1,52,202200021451,0
5,1,-1,3,1,1,1,0,1,3,9,1,13,1,1,1,3,5,0,2,8,0,1,50,202200021452,0
5,1,-1,3,1,1,1,0,1,3,9,1,13,1,1,1,3,5,0,2,8,0,0,21,202200021452,0
5,1,2,3,1,1,1,0,1,3,9,1,94,1,1,1,2,3,0,2,1,0,0,33,202200021453,0
5,1,2,3,1,1,1,0,1,3,9,1,94,1,1,1,2,3,0,2,1,0,1,27,202200021453,0
5,1,3,4,1,1,1,0,1,3,9,1,95,1,1,1,6,3,4,0,9,0,1,21,202200021455,0
4,1,1,5,1,1,1,0,1,3,9,1,94,1,1,1,4,3,0,2,1,0,0,38,202200021456,0
5,1,1,5,1,1,1,0,1,3,9,1,94,1,1,1,4,3,0,2,1,0,1,32,202200021456,0
5,1,1,5,1,1,1,0,1,3,9,1,94,1,1,1,4,3,0,2,1,0,1,19,202200021456,0
1,5,2,2,1,1,1,0,1,1,1,1,59,1,1,1,3,0,0,2,8,0,0,24,202200021458,0
0,5,2,2,1,1,1,0,1,1,1,1,59,1,1,1,3,0,0,2,8,0,0,21,202200021458,0
-1,4,1,1,1,2,1,6,1,1,9,1,93,2,3,1,6,3,0,1,0,1,0,21,202200021459,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,1,42,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,0,52,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,1,52,202200021460,0
5,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,0,17,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,1,43,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,1,53,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,0,47,202200021460,0
0,1,1,3,1,1,1,0,1,3,2,5,13,1,1,1,5,3,0,2,0,0,1,64,202200021460,0
0,2,1,3,1,1,1,0,1,2,9,5,972,1,1,1,4,3,0,2,1,0,1,30,202200021463,0
0,2,1,3,1,1,1,0,1,2,9,5,972,1,1,1,4,3,0,2,1,0,1,44,202200021463,0
0,2,1,3,1,1,1,0,1,2,9,5,972,1,1,1,4,3,0,2,1,0,0,25,202200021463,0
4,2,2,2,2,4,1,0,1,2,9,1,972,2,9,1,3,0,0,9,6,0,1,44,202200021464,0
9,2,2,2,2,4,1,0,1,2,9,1,972,2,9,1,3,0,0,9,6,0,1,20,202200021464,0
0,2,2,2,1,1,1,1,1,2,9,1,98,2,1,1,5,3,0,2,3,0,1,21,202200021465,0
0,2,2,2,1,1,1,1,1,2,9,1,98,2,1,1,5,3,0,2,3,0,1,21,202200021465,0
0,2,2,2,1,1,1,1,1,2,9,1,98,2,1,1,5,3,0,2,3,0,1,77,202200021465,0
5,2,3,4,2,1,2,0,1,2,9,1,98,2,1,2,4,3,0,2,4,0,1,54,202200021466,0
5,2,3,4,2,1,2,0,1,2,9,1,98,2,1,2,4,3,0,2,4,0,1,21,202200021466,0
0,2,3,4,2,1,2,0,1,2,9,1,98,2,1,2,4,3,0,2,4,0,0,21,202200021466,0
0,2,3,4,2,1,2,0,1,2,9,1,98,2,1,2,4,3,0,2,4,0,0,40,202200021466,0
0,2,3,4,2,1,2,0,1,2,9,1,98,2,1,2,4,3,0,2,4,0,1,47,202200021466,0
0,3,-1,2,1,1,1,0,1,2,9,1,97,2,3,1,3,5,0,2,1,0,1,23,202200021467,0
0,3,-1,2,1,1,1,0,1,2,9,1,97,2,3,1,3,5,0,2,1,0,0,55,202200021467,0
0,3,4,1,2,1,1,6,6,1,9,1,91,2,3,1,6,3,0,2,3,1,1,21,202200021468,0
4,4,3,2,1,1,1,0,1,1,9,5,91,2,1,1,2,3,0,2,4,0,1,39,202200021469,0
4,4,3,2,1,1,1,0,1,1,9,5,91,2,1,1,2,3,0,2,4,0,1,23,202200021469,0
5,3,3,4,1,2,1,0,8,2,9,5,78,2,1,1,7,5,8,0,0,0,1,19,202200021471,0
5,4,3,2,1,1,2,0,1,2,9,1,74,2,3,8,2,5,0,2,4,0,1,23,202200021472,0
5,4,3,2,1,1,2,0,1,2,9,1,74,2,3,8,2,5,0,2,4,0,1,23,202200021472,0
4,3,2,2,1,1,1,0,1,2,9,1,74,2,1,1,2,3,0,2,4,0,1,21,202200021473,0
4,3,2,2,1,1,1,0,1,2,9,1,74,2,1,1,2,3,0,2,4,0,1,21,202200021473,0
0,4,2,2,1,1,2,0,1,2,9,5,71,2,3,2,3,3,0,2,1,0,1,23,202200021474,0
0,4,2,2,1,1,2,0,1,2,9,5,71,2,3,2,3,3,0,2,1,0,1,21,202200021474,0
0,5,3,4,1,2,2,0,1,2,9,5,59,2,1,1,6,3,15,0,1,0,1,21,202200021476,0
1,4,2,4,1,1,1,0,1,2,9,1,45,2,1,1,3,3,0,2,3,0,1,40,202200021482,0
5,4,2,4,1,1,1,0,1,2,9,1,45,2,1,1,3,3,0,2,3,0,1,22,202200021482,0
5,4,2,4,3,3,1,0,1,2,9,1,37,2,1,1,2,3,0,2,4,0,0,26,202200021483,0
5,4,2,4,3,3,1,0,1,2,9,1,37,2,1,1,2,3,0,2,4,0,0,35,202200021483,0
3,4,2,3,1,1,1,0,1,2,9,1,35,2,2,1,6,3,0,1,2,1,0,21,202200021484,0
5,4,2,2,2,1,1,0,1,2,4,1,87,2,1,1,7,5,0,0,8,0,1,47,202200021486,0
5,3,2,2,1,1,1,0,1,2,6,5,93,2,1,1,2,3,1,0,5,0,1,25,202200021487,0
0,3,2,2,1,1,1,0,1,2,6,5,93,2,1,1,2,3,1,0,5,0,1,25,202200021487,0
5,3,2,2,2,1,1,0,1,2,4,1,87,2,1,1,7,5,13,0,0,0,1,26,202200021488,0
0,4,2,2,1,1,1,0,1,2,4,1,80,2,1,1,3,0,0,2,1,0,1,22,202200021492,0
-1,4,2,2,1,1,1,0,1,2,4,1,80,2,1,1,3,0,0,2,1,0,0,21,202200021492,0
2,4,2,2,2,3,1,0,4,2,4,1,78,2,1,1,6,0,9,0,2,0,1,15,202200021494,0
5,3,2,8,1,1,1,0,5,2,6,5,92,2,1,1,7,1,0,0,0,0,1,34,202200021495,0
5,4,3,4,1,1,1,0,4,2,4,1,76,2,1,1,6,3,8,0,1,0,1,19,202200021498,0
1,4,1,0,1,1,1,0,5,2,6,1,92,2,1,1,3,3,0,9,2,0,1,60,202200021499,0
1,4,1,0,1,1,1,0,5,2,6,1,92,2,1,1,3,3,0,9,2,0,1,29,202200021499,0
0,3,-1,2,1,1,1,0,1,1,6,1,92,2,3,1,2,0,0,2,1,0,1,21,202200021501,0
0,3,-1,2,1,1,1,0,1,1,6,1,92,2,3,1,2,0,0,2,1,0,1,43,202200021501,0
3,3,2,-1,1,1,1,0,1,2,4,1,71,2,2,1,6,3,0,1,3,1,1,27,202200021502,0
0,2,1,2,1,2,1,0,1,1,4,2,66,1,6,1,3,3,0,2,3,0,0,48,202200021504,0
0,2,1,2,1,2,1,0,1,1,4,2,66,1,6,1,3,3,0,2,3,0,1,37,202200021504,0
1,3,2,1,1,1,1,0,1,1,6,1,92,2,1,1,3,0,0,2,1,0,1,62,202200021507,0
1,3,2,1,1,1,1,0,1,1,6,1,92,2,1,1,3,0,0,2,1,0,1,29,202200021507,0
5,5,2,2,1,2,1,0,1,1,4,1,59,2,1,1,3,3,0,2,8,0,1,21,202200021508,0
4,5,2,2,1,2,1,0,1,1,4,1,59,2,1,1,3,3,0,2,8,0,0,24,202200021508,0
5,3,3,2,1,1,1,0,1,2,6,1,92,2,2,1,6,5,0,1,2,1,1,21,202200021509,0
0,4,2,2,1,1,1,0,1,2,4,1,59,2,2,1,3,3,0,2,1,0,1,55,202200021510,0
9,4,2,2,1,1,1,0,1,2,4,1,59,2,2,1,3,3,0,2,1,0,1,21,202200021510,0
9,4,-1,2,1,1,1,0,8,2,6,5,92,2,9,1,6,0,0,0,0,0,1,23,202200021511,0
9,4,-1,2,1,1,1,0,8,2,6,5,92,2,9,1,6,0,0,0,0,0,1,47,202200021511,0
9,4,-1,2,1,1,1,0,8,2,6,5,92,2,9,1,6,0,0,0,0,0,1,35,202200021511,0
0,3,-1,2,1,1,1,0,1,2,6,1,92,1,1,1,7,1,9,0,1,0,0,47,202200021512,0
0,4,-1,2,1,1,1,0,1,2,6,1,92,1,1,1,6,3,0,1,1,1,0,21,202200021514,0
5,4,2,2,1,2,1,0,1,2,4,4,56,2,1,1,6,3,15,0,1,0,1,19,202200021515,0
5,3,2,2,1,1,1,0,1,3,4,3,56,1,1,1,6,3,0,5,1,0,0,58,202200021516,0
4,1,1,2,1,1,1,0,1,4,6,1,60,1,1,1,2,4,13,0,1,0,1,21,202200021517,0
4,1,1,2,1,1,1,0,1,4,6,1,60,1,1,1,2,4,13,0,1,0,1,47,202200021517,0
