Repair Level,trajet,catr,circ,nbv,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col,catv,obs,obsm,choc,pieton,sexe_conducteur,age
0.0,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004,0.6629416148701004
0.1,0.6644797488480747,0.6593962416472341,0.6615901366988184,0.6413601141277663,0.6558820683175077,0.646984426064871,0.6559472056300459,0.6607449822922571,0.6571514404665519,0.6607646885282153,0.6607674260544744,0.6168162146625384,0.6531084996098877,0.6561420740155154,0.6319277055090611,0.6197534518624883,0.6560517554145008,0.659054129926989,0.6584323062727775,0.6530603310070487,0.6573944774548603,0.6628907087410023,0.663473119923297,0.6215455729338071
0.2,0.6610531565931037,0.6574114461645597,0.6582029569157641,0.6042505935885909,0.6262289368108178,0.6143645078870602,0.626730309309633,0.6491219399348394,0.6352343901607811,0.6588280616483797,0.6604083456245298,0.5690667695897478,0.6452771485420489,0.6568799411113628,0.5565379025235881,0.580915860460242,0.6425200049919828,0.6608862070223696,0.6477622491847805,0.6318849921932076,0.6422561944289582,0.6583102442264781,0.6618868173424838,0.5687854072338133
0.30000000000000004,0.6578980636933218,0.6524073074596978,0.6551436576695149,0.5804784986386095,0.6128154238040499,0.5875040682407383,0.5532125196780701,0.6249316260815057,0.6123353881976289,0.6560769367029771,0.6595347288510878,0.5759479322110226,0.6369055362900911,0.648010761225607,0.5207032884825729,0.5873914244707018,0.6300622147808945,0.6538124292863365,0.6363247755297647,0.6040414742541487,0.624044904759979,0.656616654334951,0.6617680363745886,0.5699612192345038
0.4,0.6551529573525825,0.6511746102563112,0.6500431817589751,0.5783015722967244,0.610853615635738,0.5885703594255361,0.5524691775297046,0.6200687121067563,0.6072688497064878,0.651881277459019,0.656503891971719,0.5292378477849222,0.6332868131759095,0.6377621843538337,0.5359849309161036,0.5543729145633669,0.6135844710275045,0.6540527287483859,0.6317815295130433,0.5984379556572927,0.6225040332557457,0.6556921314324109,0.662387122502541,0.555014424688004
0.5,0.6540587473530493,0.6420990683279043,0.652547988637665,0.5755657656390527,0.5952385583162866,0.5710367508057715,0.5493507595755802,0.616130321034547,0.6045062311039038,0.6487092158495378,0.6547451647676537,0.5170553815595724,0.6203861860906705,0.6292717911339806,0.6003762922556943,0.5286275177878922,0.6121454117814671,0.6485028538068871,0.6300457896233405,0.5950310894038127,0.5941230114243592,0.6536931047662962,0.65961629132118,0.5358031670787188
0.6,0.5675040176409749,0.6081194396345021,0.5937562422022504,0.5526839498064579,0.5327045739537482,0.4463110914562656,0.5357050806234096,0.537348871255662,0.5442103276409785,0.5918507954500218,0.6008075959415986,0.3601808463213636,0.5433514263065244,0.5925349991249799,0.4877470597683219,0.3897431552059587,0.5507607338404616,0.5667147008638842,0.5378349847633439,0.5233118841727142,0.5694713008618049,0.5450658688348982,0.6235150105976855,0.5632834735915289
0.7,0.5699409496808677,0.6053458709268822,0.5914802411284285,0.5237632498741627,0.5295122625561632,0.44640195360942536,0.5348626637431072,0.5393281916858185,0.5479429002226824,0.5914462839434973,0.5951247088487641,0.37462117874441514,0.542769558676375,0.5907707968683964,0.47466476767336085,0.4066166741004835,0.5443465418085882,0.5661295521553305,0.539820867350309,0.525294485681275,0.5689458144132714,0.5447774007700098,0.6235347168336439,0.5664763680723242
0.7999999999999999,0.5692961387122938,0.5969518149127069,0.5907987552141969,0.533719534050498,0.5200453532003817,0.42929192035233565,0.5687361712922163,0.5347657829852841,0.5763136340943735,0.5925487065218075,0.5949325779895536,0.4303122171428757,0.540968681474134,0.5811495187033526,0.47382235079305846,0.4991743937051365,0.5436880432087192,0.5618014243121822,0.5279810563973498,0.5272207060082199,0.5662313644135264,0.5444861951788624,0.6235374543599029,0.47920000864939705
0.8999999999999999,0.5698730748420704,0.5946106765263468,0.5889185095159772,0.5245082424444967,0.5038658812160277,0.43031332401269884,0.5651251172046666,0.5333551861061272,0.5805990683872009,0.5919832640492121,0.592402046270242,0.49498273698152095,0.5376389699769862,0.5685061597898624,0.5053522789125368,0.49447641321680047,0.5270050245169688,0.5603059838845288,0.5244209084388981,0.5458529718723426,0.5136502250246585,0.5429081051768262,0.6231302053271194,0.46898216718074837
0.9999999999999999,0.5709191162387646,0.5900871367455838,0.5880843052144519,0.5058525247759962,0.5009576697006364,0.430810891646497,0.5656111911812836,0.5321848886890198,0.5808278741920689,0.5917993457687786,0.5911863177765547,0.5,0.538742479659587,0.556515824423723,0.5438082670604909,0.5,0.5171812089398239,0.5565487735664939,0.525777861662698,0.5432173468164309,0.5110945120168706,0.5431823420582742,0.6227541561874754,0.5
